month,entity,account_category,amount,currency,amount_usd
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
NaT,,,0.0,,0.0
